ts,machine_id,line,temp_c,vibration_mm_s,pressure_bar,throughput_units,status
2024-06-04 16:23:26,M017,LINE_1,49.11,0.495,5.68,96.0,ok
2024-06-04 16:23:31,M003,LINE_3,78.23,2.384,5.86,70.0,ok
2024-06-04 16:23:32,M016,LINE_4,50.27,1.863,6.03,90.0,ok
2024-06-04 16:23:54,M020,LINE_4,60.13,3.839,5.01,117.0,warn
2024-06-04 16:23:54,M017,LINE_1,52.83,2.244,6.48,125.0,ok
2024-06-04 16:23:55,M012,LINE_4,52.99,3.171,5.32,69.0,ok
2024-06-04 16:23:59,M023,LINE_3,62.03,4.157,5.79,116.0,warn
2024-06-04 16:24:01,M015,LINE_3,62.23,2.704,6.43,98.0,ok
2024-06-04 16:24:01,M010,LINE_2,65.67,3.522,6.18,121.0,warn
2024-06-04 16:24:08,M018,LINE_2,63.22,4.123,5.68,86.0,warn
2024-06-04 16:24:08,M023,LINE_3,63.11,4.03,6.72,93.0,warn
2024-06-04 16:24:09,M022,LINE_2,69.66,3.685,7.64,67.0,warn
2024-06-04 16:24:14,M014,LINE_2,47.85,1.587,5.98,96.0,ok
2024-06-04 16:24:27,M014,LINE_2,51.44,3.422,5.94,95.0,ok
2024-06-04 16:24:45,M001,LINE_1,62.34,1.328,5.11,97.0,ok
2024-06-04 16:24:47,M018,LINE_2,66.41,4.202,5.39,77.0,warn
2024-06-04 16:24:57,M009,LINE_1,70.73,3.431,5.27,86.0,ok
2024-06-04 16:25:00,M007,LINE_3,78.01,3.764,4.98,113.0,warn
2024-06-04 16:25:08,M023,LINE_3,61.25,1.57,6.33,93.0,ok
2024-06-04 16:25:11,M015,LINE_3,59.64,3.079,6.96,129.0,ok
2024-06-04 16:25:22,M022,LINE_2,69.49,2.781,6.45,81.0,ok
2024-06-04 16:25:27,M013,LINE_1,63.83,2.656,6.84,121.0,ok
2024-06-04 16:25:31,M015,LINE_3,59.0,1.788,5.34,102.0,ok
2024-06-04 16:25:32,M003,LINE_3,64.46,2.942,5.97,79.0,ok
2024-06-04 16:25:41,M007,LINE_3,83.2,1.53,5.6,86.0,ok
2024-06-04 16:25:43,M019,LINE_3,62.83,3.585,5.34,72.0,warn
2024-06-04 16:25:45,M002,LINE_2,48.59,3.921,5.8,54.0,warn
2024-06-04 16:25:45,M007,LINE_3,80.45,2.788,6.0,105.0,ok
2024-06-04 16:25:46,M023,LINE_3,53.68,2.64,6.52,85.0,ok
2024-06-04 16:25:49,M015,LINE_3,72.96,3.851,5.02,119.0,warn
2024-06-04 16:26:00,M019,LINE_3,74.59,2.567,5.46,112.0,ok
2024-06-04 16:26:06,M003,LINE_3,59.25,1.979,6.45,92.0,ok
2024-06-04 16:26:12,M011,LINE_3,70.33,2.572,6.33,83.0,ok
2024-06-04 16:26:16,M005,LINE_1,64.03,1.895,4.9,50.0,ok
2024-06-04 16:26:23,M009,LINE_1,71.27,2.559,5.12,80.0,ok
2024-06-04 16:26:30,M007,LINE_3,71.85,2.86,6.11,79.0,ok
2024-06-04 16:26:35,M020,LINE_4,47.34,1.789,5.31,82.0,ok
2024-06-04 16:26:39,M019,LINE_3,70.67,1.612,5.35,82.0,ok
2024-06-04 16:26:39,M008,LINE_4,64.1,1.713,5.95,81.0,ok
2024-06-04 16:26:40,M022,LINE_2,75.28,2.143,5.6,128.0,ok
2024-06-04 16:26:42,M015,LINE_3,67.5,3.292,5.94,121.0,ok
2024-06-04 16:26:52,M021,LINE_1,54.71,1.255,5.7,112.0,ok
2024-06-04 16:26:53,M004,LINE_4,77.62,4.716,6.13,114.0,fault
2024-06-04 16:26:58,M009,LINE_1,67.51,3.954,6.15,95.0,warn
2024-06-04 16:27:09,M018,LINE_2,75.81,1.586,5.71,91.0,ok
2024-06-04 16:27:09,M006,LINE_2,77.29,3.193,6.12,92.0,ok
2024-06-04 16:27:19,M008,LINE_4,67.14,3.276,5.74,97.0,ok
2024-06-04 16:27:31,M011,LINE_3,75.06,3.301,6.25,104.0,ok
2024-06-04 16:27:47,M014,LINE_2,59.56,0.959,6.53,122.0,ok
2024-06-04 16:28:02,M008,LINE_4,66.54,3.062,6.76,84.0,ok
2024-06-04 16:28:02,M008,LINE_4,72.05,2.064,6.02,108.0,ok
2024-06-04 16:28:05,M009,LINE_1,59.52,2.137,6.8,119.0,ok
2024-06-04 16:28:06,M016,LINE_4,56.69,1.043,6.4,88.0,ok
2024-06-04 16:28:09,M022,LINE_2,76.6,1.83,6.1,80.0,ok
2024-06-04 16:28:11,M003,LINE_3,63.44,2.967,6.79,65.0,ok
2024-06-04 16:28:17,M002,LINE_2,49.1,2.043,4.6,101.0,ok
2024-06-04 16:28:28,M009,LINE_1,73.63,3.41,6.66,88.0,ok
2024-06-04 16:28:30,M012,LINE_4,69.1,0.791,4.62,101.0,ok
2024-06-04 16:28:31,M002,LINE_2,63.13,2.146,6.42,89.0,ok
2024-06-04 16:28:34,M015,LINE_3,66.59,4.319,5.64,107.0,warn
2024-06-04 16:28:36,M007,LINE_3,69.97,3.696,6.67,100.0,warn
2024-06-04 16:28:36,M011,LINE_3,63.86,3.411,5.97,122.0,ok
2024-06-04 16:28:51,M021,LINE_1,72.85,3.689,5.93,78.0,warn
2024-06-04 16:28:51,M004,LINE_4,87.01,4.173,6.62,93.0,warn
2024-06-04 16:28:57,M018,LINE_2,62.55,3.29,6.15,105.0,ok
2024-06-04 16:28:58,M018,LINE_2,67.35,2.261,6.73,87.0,ok
2024-06-04 16:29:22,M007,LINE_3,75.52,1.087,5.13,95.0,ok
2024-06-04 16:29:27,M023,LINE_3,70.09,1.321,5.09,88.0,ok
2024-06-04 16:29:42,M001,LINE_1,67.29,0.656,6.15,100.0,ok
2024-06-04 16:29:47,M004,LINE_4,72.48,2.626,6.58,112.0,ok
2024-06-04 16:29:48,M010,LINE_2,68.27,2.674,7.7,75.0,ok
2024-06-04 16:29:57,M014,LINE_2,49.48,0.592,5.98,149.0,ok
2024-06-04 16:29:58,M004,LINE_4,70.65,3.803,6.04,66.0,warn
2024-06-04 16:30:01,M007,LINE_3,76.78,2.577,6.53,91.0,ok
2024-06-04 16:30:04,M019,LINE_3,61.9,2.681,5.89,117.0,ok
2024-06-04 16:30:08,M012,LINE_4,79.44,3.196,6.06,69.0,ok
2024-06-04 16:30:09,M011,LINE_3,71.03,2.845,4.75,110.0,ok
2024-06-04 16:30:10,M015,LINE_3,75.85,2.504,5.86,94.0,ok
2024-06-04 16:30:11,M003,LINE_3,58.37,3.192,4.96,112.0,ok
2024-06-04 16:30:12,M023,LINE_3,60.29,2.743,6.84,120.0,ok
2024-06-04 16:30:13,M024,LINE_4,63.6,2.214,7.97,97.0,ok
2024-06-04 16:30:13,M003,LINE_3,64.87,0.942,5.21,113.0,ok
2024-06-04 16:30:23,M017,LINE_1,63.15,0.072,5.93,95.0,ok
2024-06-04 16:30:38,M005,LINE_1,64.11,3.165,6.2,71.0,ok
2024-06-04 16:30:41,M021,LINE_1,67.71,3.067,6.37,106.0,ok
2024-06-04 16:30:48,M003,LINE_3,77.04,3.072,5.34,97.0,ok
2024-06-04 16:30:59,M022,LINE_2,71.77,1.914,6.04,104.0,ok
2024-06-04 16:30:59,M016,LINE_4,60.61,1.539,6.79,87.0,ok
2024-06-04 16:31:00,M004,LINE_4,89.63,3.868,5.39,121.0,warn
2024-06-04 16:31:09,M016,LINE_4,62.02,1.922,6.62,103.0,ok
2024-06-04 16:31:11,M004,LINE_4,72.25,4.862,6.21,108.0,fault
2024-06-04 16:31:16,M018,LINE_2,89.21,1.799,5.88,108.0,ok
2024-06-04 16:31:32,M012,LINE_4,64.8,2.296,6.41,81.0,ok
2024-06-04 16:32:00,M016,LINE_4,57.08,1.067,6.5,89.0,ok
2024-06-04 16:32:01,M014,LINE_2,66.91,1.149,5.77,89.0,ok
2024-06-04 16:32:10,M020,LINE_4,70.64,3.463,6.36,95.0,ok
2024-06-04 16:32:11,M006,LINE_2,84.75,2.81,6.05,96.0,ok
2024-06-04 16:32:12,M020,LINE_4,66.27,1.727,6.3,54.0,ok
2024-06-04 16:32:13,M010,LINE_2,76.54,2.568,6.84,86.0,ok
2024-06-04 16:32:23,M017,LINE_1,48.89,2.273,6.5,102.0,ok
2024-06-04 16:32:30,M014,LINE_2,73.46,1.563,6.36,95.0,ok
2024-06-04 16:32:30,M021,LINE_1,70.22,3.291,5.65,90.0,ok
2024-06-04 16:33:03,M010,LINE_2,56.46,3.079,6.4,80.0,ok
2024-06-04 16:33:29,M007,LINE_3,59.43,2.644,5.99,115.0,ok
2024-06-04 16:33:36,M013,LINE_1,52.08,2.914,5.99,81.0,ok
2024-06-04 16:33:42,M015,LINE_3,64.21,2.776,6.12,83.0,ok
2024-06-04 16:33:43,M007,LINE_3,69.21,2.544,6.41,85.0,ok
2024-06-04 16:33:44,M017,LINE_1,61.03,2.451,6.23,57.0,ok
2024-06-04 16:33:46,M024,LINE_4,69.36,2.834,4.62,88.0,ok
2024-06-04 16:33:46,M014,LINE_2,63.46,0.746,5.13,64.0,ok
2024-06-04 16:33:47,M019,LINE_3,63.54,3.27,5.34,91.0,ok
2024-06-04 16:33:59,M019,LINE_3,66.82,2.613,6.1,102.0,ok
2024-06-04 16:34:06,M022,LINE_2,69.91,1.523,5.67,83.0,ok
2024-06-04 16:34:08,M013,LINE_1,56.71,2.655,6.65,91.0,ok
2024-06-04 16:34:09,M005,LINE_1,63.02,2.036,4.91,77.0,ok
2024-06-04 16:34:17,M020,LINE_4,55.07,3.35,5.99,63.0,ok
2024-06-04 16:34:19,M019,LINE_3,57.12,3.504,5.59,73.0,warn
2024-06-04 16:34:22,M006,LINE_2,80.01,4.764,6.29,111.0,fault
2024-06-04 16:34:24,M008,LINE_4,73.09,2.309,5.72,122.0,ok
2024-06-04 16:34:43,M003,LINE_3,74.52,3.338,6.46,94.0,ok
2024-06-04 16:34:48,M005,LINE_1,64.53,2.474,6.06,89.0,ok
2024-06-04 16:34:49,M013,LINE_1,63.5,2.515,6.0,98.0,ok
2024-06-04 16:34:57,M010,LINE_2,67.95,2.61,6.69,118.0,ok
2024-06-04 16:35:01,M002,LINE_2,58.87,1.542,7.0,85.0,ok
2024-06-04 16:35:08,M002,LINE_2,72.49,3.368,6.19,77.0,ok
2024-06-04 16:35:12,M010,LINE_2,76.39,2.939,5.62,111.0,ok
2024-06-04 16:35:16,M018,LINE_2,74.0,3.899,5.84,79.0,warn
2024-06-04 16:35:17,M004,LINE_4,83.73,3.474,5.8,100.0,ok
2024-06-04 16:35:17,M022,LINE_2,73.76,1.622,5.44,102.0,ok
2024-06-04 16:35:19,M020,LINE_4,60.96,2.453,5.4,92.0,ok
2024-06-04 16:35:22,M014,LINE_2,63.2,1.24,4.49,106.0,ok
2024-06-04 16:35:26,M015,LINE_3,64.25,3.554,6.13,87.0,warn
2024-06-04 16:35:31,M012,LINE_4,67.52,2.137,5.94,121.0,ok
2024-06-04 16:35:38,M011,LINE_3,57.27,2.656,6.96,82.0,ok
2024-06-04 16:35:39,M009,LINE_1,73.37,3.593,3.81,96.0,warn
2024-06-04 16:35:48,M010,LINE_2,75.35,3.397,6.91,96.0,ok
2024-06-04 16:35:48,M023,LINE_3,62.44,2.456,5.52,96.0,ok
2024-06-04 16:36:18,M023,LINE_3,59.39,3.759,6.82,101.0,warn
2024-06-04 16:36:28,M008,LINE_4,68.9,4.025,6.17,99.0,warn
2024-06-04 16:36:29,M008,LINE_4,71.41,2.955,3.84,90.0,ok
2024-06-04 16:36:37,M011,LINE_3,70.42,3.819,6.0,53.0,warn
2024-06-04 16:36:37,M006,LINE_2,73.94,2.319,6.43,88.0,ok
2024-06-04 16:36:46,M013,LINE_1,58.88,2.161,5.1,90.0,ok
2024-06-04 16:37:00,M015,LINE_3,66.03,3.056,5.78,86.0,ok
2024-06-04 16:37:02,M008,LINE_4,80.9,4.057,6.73,79.0,warn
2024-06-04 16:37:08,M017,LINE_1,45.55,1.296,5.7,114.0,ok
2024-06-04 16:37:26,M016,LINE_4,67.33,3.015,4.92,77.0,ok
2024-06-04 16:37:50,M019,LINE_3,64.84,0.773,5.96,124.0,ok
2024-06-04 16:38:09,M009,LINE_1,86.35,3.164,5.68,63.0,ok
2024-06-04 16:38:22,M004,LINE_4,76.32,5.173,6.08,63.0,fault
2024-06-04 16:38:24,M007,LINE_3,66.81,3.23,4.96,118.0,ok
2024-06-04 16:38:28,M023,LINE_3,60.81,2.031,6.32,48.0,ok
2024-06-04 16:38:33,M020,LINE_4,69.96,3.677,5.67,75.0,warn
2024-06-04 16:38:39,M001,LINE_1,44.76,0.928,5.04,123.0,ok
2024-06-04 16:38:47,M012,LINE_4,68.45,2.424,5.93,110.0,ok
2024-06-04 16:39:01,M004,LINE_4,69.04,5.211,6.8,86.0,fault
2024-06-04 16:39:01,M007,LINE_3,52.47,4.074,6.19,112.0,warn
2024-06-04 16:39:02,M007,LINE_3,82.8,3.385,5.86,97.0,ok
2024-06-04 16:39:07,M013,LINE_1,55.36,3.858,6.36,112.0,warn
2024-06-04 16:39:11,M010,LINE_2,63.45,1.861,5.38,139.0,ok
2024-06-04 16:39:13,M023,LINE_3,57.45,3.004,6.5,89.0,ok
2024-06-04 16:39:24,M017,LINE_1,68.33,2.973,4.93,90.0,ok
2024-06-04 16:39:34,M024,LINE_4,59.51,1.487,7.69,110.0,ok
2024-06-04 16:39:38,M024,LINE_4,58.83,3.856,5.74,108.0,warn
2024-06-04 16:39:47,M012,LINE_4,66.27,3.332,6.46,115.0,ok
2024-06-04 16:40:11,M002,LINE_2,70.29,2.681,5.68,83.0,ok
2024-06-04 16:40:13,M007,LINE_3,61.07,4.277,5.56,78.0,warn
2024-06-04 16:40:15,M015,LINE_3,68.6,2.785,7.33,118.0,ok
2024-06-04 16:40:16,M022,LINE_2,64.94,3.852,5.97,83.0,warn
2024-06-04 16:40:16,M018,LINE_2,73.51,1.957,5.73,80.0,ok
2024-06-04 16:40:17,M014,LINE_2,55.33,1.827,5.53,86.0,ok
2024-06-04 16:40:18,M022,LINE_2,70.73,2.642,6.74,76.0,ok
2024-06-04 16:40:30,M008,LINE_4,64.58,2.855,5.51,84.0,ok
2024-06-04 16:40:58,M016,LINE_4,53.95,2.864,6.53,105.0,ok
2024-06-04 16:41:01,M021,LINE_1,72.44,3.889,4.99,63.0,warn
2024-06-04 16:41:18,M002,LINE_2,65.98,1.948,6.47,59.0,ok
2024-06-04 16:41:19,M019,LINE_3,69.59,2.259,6.87,104.0,ok
2024-06-04 16:41:35,M001,LINE_1,58.27,0.785,5.68,73.0,ok
2024-06-04 16:41:43,M013,LINE_1,59.32,2.511,6.41,116.0,ok
2024-06-04 16:41:47,M016,LINE_4,58.27,1.797,5.99,107.0,ok
2024-06-04 16:41:51,M019,LINE_3,51.65,3.306,8.23,68.0,ok
2024-06-04 16:42:06,M009,LINE_1,69.25,4.736,6.29,95.0,fault
2024-06-04 16:42:07,M008,LINE_4,82.62,4.741,7.43,80.0,fault
2024-06-04 16:42:07,M003,LINE_3,65.31,2.561,4.8,123.0,ok
2024-06-04 16:42:09,M002,LINE_2,75.25,2.025,6.77,124.0,ok
2024-06-04 16:42:16,M011,LINE_3,74.58,3.066,4.96,105.0,ok
2024-06-04 16:42:19,M019,LINE_3,62.98,1.414,5.44,98.0,ok
2024-06-04 16:42:19,M019,LINE_3,77.59,1.861,7.68,71.0,ok
2024-06-04 16:42:35,M017,LINE_1,67.78,1.807,6.29,89.0,ok
2024-06-04 16:42:38,M001,LINE_1,57.39,0.105,7.04,94.0,ok
2024-06-04 16:42:52,M008,LINE_4,74.1,2.817,6.96,109.0,ok
2024-06-04 16:43:08,M017,LINE_1,67.36,3.466,6.54,135.0,ok
2024-06-04 16:43:15,M011,LINE_3,70.85,2.802,5.68,78.0,ok
2024-06-04 16:43:20,M003,LINE_3,67.44,1.556,6.05,87.0,ok
2024-06-04 16:43:23,M018,LINE_2,74.7,3.74,6.42,65.0,warn
2024-06-04 16:43:28,M014,LINE_2,60.83,0.879,6.37,78.0,ok
2024-06-04 16:43:37,M013,LINE_1,56.84,2.226,6.48,73.0,ok
2024-06-04 16:43:38,M001,LINE_1,65.33,1.106,6.26,107.0,ok
2024-06-04 16:43:38,M019,LINE_3,58.47,2.533,4.7,109.0,ok
2024-06-04 16:43:47,M015,LINE_3,80.94,3.121,5.25,105.0,ok
2024-06-04 16:43:50,M013,LINE_1,61.98,3.785,7.96,91.0,warn
2024-06-04 16:44:08,M007,LINE_3,71.94,2.351,5.97,98.0,ok
2024-06-04 16:44:12,M016,LINE_4,68.13,3.226,6.16,92.0,ok
2024-06-04 16:44:33,M017,LINE_1,57.8,2.395,5.92,110.0,ok
2024-06-04 16:44:53,M021,LINE_1,70.3,3.553,5.39,93.0,warn
2024-06-04 16:44:56,M016,LINE_4,59.52,1.267,5.08,116.0,ok
2024-06-04 16:44:58,M013,LINE_1,64.62,3.475,5.6,98.0,ok
2024-06-04 16:45:01,M007,LINE_3,70.15,3.759,5.83,127.0,warn
2024-06-04 16:45:04,M014,LINE_2,49.59,1.597,6.2,105.0,ok
2024-06-04 16:45:11,M001,LINE_1,59.5,0.732,5.48,83.0,ok
2024-06-04 16:45:27,M004,LINE_4,82.15,5.635,5.86,118.0,fault
2024-06-04 16:45:32,M004,LINE_4,79.32,3.621,6.45,127.0,warn
2024-06-04 16:45:37,M005,LINE_1,65.87,1.898,6.33,72.0,ok
2024-06-04 16:45:53,M011,LINE_3,62.07,2.671,5.71,112.0,ok
2024-06-04 16:45:56,M011,LINE_3,68.61,2.859,5.66,103.0,ok
2024-06-04 16:46:05,M002,LINE_2,75.74,1.542,5.8,124.0,ok
2024-06-04 16:46:09,M001,LINE_1,41.58,1.578,5.35,130.0,ok
2024-06-04 16:46:12,M016,LINE_4,50.46,3.805,4.42,94.0,warn
2024-06-04 16:46:14,M014,LINE_2,72.25,2.004,4.68,83.0,ok
2024-06-04 16:46:22,M004,LINE_4,79.91,4.491,5.93,74.0,warn
2024-06-04 16:46:27,M017,LINE_1,66.28,1.489,5.73,88.0,ok
2024-06-04 16:46:30,M001,LINE_1,46.83,0.125,6.08,90.0,ok
2024-06-04 16:46:34,M024,LINE_4,65.9,3.024,5.69,126.0,ok
2024-06-04 16:46:40,M003,LINE_3,56.11,2.036,5.1,82.0,ok
2024-06-04 16:46:45,M012,LINE_4,61.5,1.943,6.95,79.0,ok
2024-06-04 16:46:46,M017,LINE_1,55.5,2.145,6.63,89.0,ok
2024-06-04 16:46:51,M011,LINE_3,66.52,3.742,6.37,118.0,warn
2024-06-04 16:46:51,M001,LINE_1,55.01,1.606,5.25,120.0,ok
2024-06-04 16:46:53,M023,LINE_3,70.43,1.818,5.05,86.0,ok
2024-06-04 16:46:53,M002,LINE_2,71.21,1.113,5.72,93.0,ok
2024-06-04 16:47:14,M002,LINE_2,60.2,3.762,6.75,112.0,warn
2024-06-04 16:47:19,M004,LINE_4,78.18,2.382,6.72,85.0,ok
2024-06-04 16:47:22,M021,LINE_1,66.12,4.351,6.86,53.0,warn
2024-06-04 16:47:26,M007,LINE_3,64.89,2.556,6.4,121.0,ok
2024-06-04 16:47:26,M013,LINE_1,61.22,3.134,6.05,119.0,ok
2024-06-04 16:47:38,M024,LINE_4,58.43,2.453,7.57,126.0,ok
2024-06-04 16:47:39,M015,LINE_3,59.01,1.989,6.37,96.0,ok
2024-06-04 16:47:40,M023,LINE_3,63.76,0.524,5.37,118.0,ok
2024-06-04 16:47:44,M005,LINE_1,56.88,2.506,6.33,110.0,ok
2024-06-04 16:47:48,M015,LINE_3,68.06,1.525,5.65,65.0,ok
2024-06-04 16:47:48,M007,LINE_3,76.86,2.686,6.87,79.0,ok
2024-06-04 16:47:53,M022,LINE_2,69.02,4.757,5.93,86.0,fault
2024-06-04 16:47:53,M012,LINE_4,67.59,2.745,6.7,90.0,ok
2024-06-04 16:47:58,M001,LINE_1,48.34,0.0,5.98,91.0,ok
2024-06-04 16:48:07,M021,LINE_1,65.44,3.084,6.67,98.0,ok
2024-06-04 16:48:18,M010,LINE_2,76.96,3.302,7.18,68.0,ok
2024-06-04 16:48:28,M005,LINE_1,68.52,2.859,6.95,71.0,ok
2024-06-04 16:48:28,M001,LINE_1,48.8,2.43,7.42,106.0,ok
2024-06-04 16:48:31,M005,LINE_1,76.37,2.358,5.39,92.0,ok
2024-06-04 16:48:57,M013,LINE_1,49.45,0.718,7.43,108.0,ok
2024-06-04 16:49:02,M018,LINE_2,68.42,2.602,5.68,136.0,ok
2024-06-04 16:49:06,M018,LINE_2,79.29,1.843,5.02,83.0,ok
2024-06-04 16:49:22,M012,LINE_4,59.13,2.114,5.71,96.0,ok
2024-06-04 16:49:25,M009,LINE_1,60.66,1.445,6.64,101.0,ok
2024-06-04 16:49:32,M023,LINE_3,72.24,2.518,5.55,116.0,ok
2024-06-04 16:49:36,M012,LINE_4,71.74,4.124,6.26,100.0,warn
2024-06-04 16:49:37,M002,LINE_2,63.42,2.059,7.02,124.0,ok
2024-06-04 16:49:53,M009,LINE_1,66.14,2.74,5.98,94.0,ok
2024-06-04 16:49:54,M003,LINE_3,62.81,2.769,5.88,88.0,ok
2024-06-04 16:50:01,M006,LINE_2,68.2,3.716,5.91,67.0,warn
2024-06-04 16:50:04,M022,LINE_2,47.07,2.039,5.47,92.0,ok
2024-06-04 16:50:06,M020,LINE_4,68.11,2.695,4.38,111.0,ok
2024-06-04 16:50:13,M014,LINE_2,53.47,1.923,6.72,94.0,ok
2024-06-04 16:50:17,M006,LINE_2,74.11,3.801,5.2,78.0,warn
2024-06-04 16:50:21,M021,LINE_1,65.9,4.234,6.11,114.0,warn
2024-06-04 16:50:22,M014,LINE_2,57.59,1.057,4.78,114.0,ok
2024-06-04 16:50:29,M009,LINE_1,65.37,4.101,5.39,92.0,warn
2024-06-04 16:50:35,M017,LINE_1,64.16,0.614,5.88,87.0,ok
2024-06-04 16:50:38,M017,LINE_1,59.75,0.634,6.27,81.0,ok
2024-06-04 16:50:48,M016,LINE_4,61.9,1.351,6.52,80.0,ok
2024-06-04 16:50:49,M020,LINE_4,60.81,1.101,6.23,80.0,ok
2024-06-04 16:50:52,M009,LINE_1,70.94,1.405,6.26,95.0,ok
2024-06-04 16:51:02,M014,LINE_2,68.38,1.77,5.03,103.0,ok
2024-06-04 16:51:11,M020,LINE_4,59.62,2.688,5.54,95.0,ok
2024-06-04 16:51:13,M021,LINE_1,71.95,2.47,6.44,108.0,ok
2024-06-04 16:51:16,M024,LINE_4,69.57,3.469,4.98,123.0,ok
2024-06-04 16:51:25,M017,LINE_1,62.2,2.064,5.87,93.0,ok
2024-06-04 16:51:25,M009,LINE_1,66.31,5.111,6.38,123.0,fault
2024-06-04 16:51:27,M013,LINE_1,54.73,2.892,5.94,131.0,ok
2024-06-04 16:51:35,M015,LINE_3,69.6,1.355,5.31,90.0,ok
2024-06-04 16:51:39,M019,LINE_3,73.11,2.063,5.74,105.0,ok
2024-06-04 16:51:39,M007,LINE_3,70.35,2.801,4.19,79.0,ok
2024-06-04 16:51:43,M018,LINE_2,64.34,1.928,5.42,50.0,ok
2024-06-04 16:51:45,M015,LINE_3,73.18,2.979,5.23,69.0,ok
2024-06-04 16:51:48,M023,LINE_3,75.33,2.642,5.9,107.0,ok
2024-06-04 16:51:49,M014,LINE_2,56.87,2.45,6.22,94.0,ok
2024-06-04 16:51:56,M016,LINE_4,56.63,0.329,7.18,102.0,ok
2024-06-04 16:52:04,M001,LINE_1,57.23,0.67,6.25,101.0,ok
2024-06-04 16:52:05,M018,LINE_2,79.62,4.312,5.99,99.0,warn
2024-06-04 16:52:06,M023,LINE_3,65.48,3.868,6.0,78.0,warn
2024-06-04 16:52:09,M015,LINE_3,67.14,1.462,5.29,107.0,ok
2024-06-04 16:52:14,M012,LINE_4,77.61,3.004,6.21,104.0,ok
2024-06-04 16:52:21,M012,LINE_4,64.27,3.39,6.35,79.0,ok
2024-06-04 16:52:31,M014,LINE_2,58.77,2.914,4.84,107.0,ok
2024-06-04 16:52:33,M014,LINE_2,52.25,1.825,6.99,70.0,ok
2024-06-04 16:52:44,M002,LINE_2,64.61,4.471,5.16,81.0,warn
2024-06-04 16:52:51,M014,LINE_2,53.08,1.149,5.81,120.0,ok
2024-06-04 16:52:57,M016,LINE_4,61.78,3.058,5.17,71.0,ok
2024-06-04 16:52:59,M016,LINE_4,54.08,1.533,6.05,69.0,ok
2024-06-04 16:53:00,M017,LINE_1,59.96,1.336,5.8,139.0,ok
2024-06-04 16:53:04,M018,LINE_2,78.44,3.982,6.07,106.0,warn
2024-06-04 16:53:05,M002,LINE_2,48.58,2.806,4.87,88.0,ok
2024-06-04 16:53:08,M019,LINE_3,64.62,3.463,7.05,75.0,ok
2024-06-04 16:53:10,M022,LINE_2,70.41,2.707,5.33,104.0,ok
2024-06-04 16:53:14,M007,LINE_3,65.46,1.883,4.69,101.0,ok
2024-06-04 16:53:24,M015,LINE_3,53.57,2.471,4.64,80.0,ok
2024-06-04 16:53:38,M012,LINE_4,68.67,2.32,7.06,105.0,ok
2024-06-04 16:53:40,M011,LINE_3,55.48,4.251,4.77,97.0,warn
2024-06-04 16:53:44,M016,LINE_4,62.13,2.909,6.64,93.0,ok
2024-06-04 16:53:45,M001,LINE_1,50.39,0.098,6.28,116.0,ok
2024-06-04 16:53:50,M015,LINE_3,61.6,2.813,5.99,86.0,ok
2024-06-04 16:53:51,M020,LINE_4,61.0,2.996,6.48,66.0,ok
2024-06-04 16:53:51,M024,LINE_4,70.53,2.757,7.25,76.0,ok
2024-06-04 16:53:52,M015,LINE_3,82.09,1.521,6.29,98.0,ok
2024-06-04 16:53:55,M018,LINE_2,74.4,3.391,5.59,87.0,ok
2024-06-04 16:53:59,M005,LINE_1,67.04,3.602,6.43,125.0,warn
2024-06-04 16:53:59,M021,LINE_1,70.12,3.367,5.71,63.0,ok
2024-06-04 16:53:59,M009,LINE_1,69.9,3.813,5.56,119.0,warn
2024-06-04 16:54:01,M009,LINE_1,72.7,1.786,6.77,98.0,ok
2024-06-04 16:54:02,M018,LINE_2,70.02,4.038,5.42,86.0,warn
2024-06-04 16:54:05,M002,LINE_2,56.42,2.869,5.23,70.0,ok
2024-06-04 16:54:07,M017,LINE_1,56.34,0.0,6.21,77.0,ok
2024-06-04 16:54:34,M012,LINE_4,58.63,2.637,6.37,78.0,ok
2024-06-04 16:54:34,M003,LINE_3,60.52,2.836,6.38,88.0,ok
2024-06-04 16:54:37,M001,LINE_1,62.64,0.847,6.84,77.0,ok
2024-06-04 16:54:39,M021,LINE_1,62.54,2.832,6.09,82.0,ok
2024-06-04 16:54:40,M023,LINE_3,72.66,1.78,6.21,116.0,ok
2024-06-04 16:54:45,M006,LINE_2,68.02,5.424,5.64,101.0,fault
2024-06-04 16:54:47,M020,LINE_4,62.0,2.306,6.13,107.0,ok
2024-06-04 16:54:52,M002,LINE_2,63.31,2.965,6.44,110.0,ok
2024-06-04 16:54:56,M003,LINE_3,68.62,3.328,6.01,69.0,ok
2024-06-04 16:54:59,M013,LINE_1,61.24,1.247,6.6,110.0,ok
2024-06-04 16:55:04,M017,LINE_1,56.99,2.07,5.53,54.0,ok
2024-06-04 16:55:08,M005,LINE_1,60.62,1.945,6.09,115.0,ok
2024-06-04 16:55:17,M018,LINE_2,74.56,4.673,6.0,90.0,fault
2024-06-04 16:55:33,M006,LINE_2,77.46,3.763,5.91,108.0,warn
2024-06-04 16:55:44,M007,LINE_3,72.01,1.746,7.33,68.0,ok
2024-06-04 16:55:45,M013,LINE_1,50.3,1.548,5.41,119.0,ok
2024-06-04 16:55:47,M001,LINE_1,59.17,0.235,6.86,84.0,ok
2024-06-04 16:55:49,M002,LINE_2,66.51,3.33,5.5,84.0,ok
