customer_id,signup_date,gender,senior_citizen,partner,dependents,state,tenure_months,contract,payment_method,paperless_billing,internet_service,online_security,tech_support,monthly_charges,total_charges,churn
TEL01034,2024-03-02,Female,0,No,No,Maharashtra,4,One year,Bank transfer,Yes,No,No internet service,No internet service,29.84,119.36,No
TEL01035,2023-09-04,Male,0,No,Yes,Maharashtra,10,One year,Credit card,Yes,DSL,No,Yes,54.26,542.6,No
TEL01036,2020-06-21,Female,0,No,No,West Bengal,49,Month-to-month,Electronic check,No,Fiber optic,No,Yes,67.03,3284.47,No
TEL01037,2021-01-17,Male,0,No,No,Delhi,42,One year,Bank transfer,Yes,Fiber optic,Yes,Yes,80.3,3372.6,No
TEL01038,2023-02-06,Male,0,No,No,Karnataka,17,Month-to-month,Mailed check,Yes,Fiber optic,Yes,Yes,75.11,1276.87,No
TEL01039,2022-05-12,Male,0,Yes,Yes,Gujarat,26,Month-to-month,Bank transfer,No,Fiber optic,No,No,65.94,1714.44,No
TEL01040,2020-09-19,Female,1,Yes,Yes,Telangana,46,One year,Electronic check,Yes,DSL,No,No,37.05,1704.3,No
TEL01041,2022-04-12,Male,0,No,No,Karnataka,27,Month-to-month,Credit card,No,DSL,No,No,42.61,1150.47,No
TEL01042,2022-04-12,Female,0,,No,Karnataka,27,Two year,Electronic check,No,DSL,No,No,45.72,1234.44,No
TEL01043,2022-12-08,Female,0,No,No,Telangana,19,Two year,Bank transfer,Yes,DSL,No,Yes,51.65,981.35,No
TEL01044,2020-09-19,Female,0,No,No,West Bengal,46,Month-to-month,Electronic check,Yes,DSL,No,Yes,69.29,3187.34,Yes
TEL01045,2019-03-29,Male,1,No,No,Karnataka,64,Month-to-month,Electronic check,No,Fiber optic,No,No,68.75,4400.0,Yes
TEL01046,2023-01-07,Male,0,No,No,Maharashtra,18,One year,Credit card,Yes,DSL,No,Yes,50.68,912.24,No
TEL01047,2022-10-09,Male,0,No,No,West Bengal,21,Month-to-month,Electronic check,Yes,DSL,Yes,No,49.3,1035.3,No
TEL01048,2021-09-14,Male,0,No,No,Telangana,34,Two year,Credit card,Yes,No,No internet service,No internet service,18.04,613.36,No
TEL01049,2023-06-06,Female,0,No,No,Maharashtra,13,One year,Credit card,No,DSL,Yes,No,47.67,619.71,No
TEL01050,2021-05-17,Male,0,No,No,Maharashtra,38,Two year,Mailed check,Yes,DSL,Yes,No,50.44,1916.72,No
TEL01051,2019-03-29,Female,0,No,No,Karnataka,64,Month-to-month,Mailed check,No,Fiber optic,No,No,68.48,4382.72,No
TEL01052,2020-09-19,Female,0,No,No,Maharashtra,46,One year,Electronic check,Yes,Fiber optic,No,No,75.69,3481.74,No
TEL01053,2023-07-06,Male,0,Yes,Yes,Gujarat,12,One year,Bank transfer,No,Fiber optic,No,No,73.32,879.84,Yes
TEL01054,2023-05-07,,0,No,No,West Bengal,14,one year ,Bank transfer,Yes,DSL,Yes,No,43.19,604.66,No
TEL01055,2024-02-01,Female,0,Yes,Yes,Delhi,5,Two year,Bank transfer,No,No,No internet service,No internet service,20.03,100.15,No
TEL01056,2018-09-30,Female,0,No,No,Karnataka,70,Month-to-month,Credit card,No,Fiber optic,No,Yes,77.4,5418.0,No
TEL01057,2022-06-11,Male,0,No,No,Karnataka,25,Month-to-month,Mailed check,Yes,No,No internet service,No internet service,18.0,450.0,No
TEL01058,2022-10-09,Female,0,No,No,West Bengal,21,Two year,Mailed check,Yes,Fiber optic,Yes,No,73.24,1538.04,Yes
TEL01059,2019-05-28,Male,1,No,No,Telangana,62,Month-to-month,Bank transfer,Yes,No,No internet service,No internet service,19.29,1195.98,Yes
TEL01060,2022-09-09,Male,0,No,Yes,West Bengal,22,One year,Mailed check,No,DSL,No,Yes,54.74,1204.28,No
TEL01061,2023-03-08,Male,0,No,Yes,Telangana,16,Two year,Bank transfer,No,DSL,Yes,No,51.38,822.08,No
TEL01062,2023-01-07,Female,0,No,No,Karnataka,18,Two year,Electronic check,Yes,No,No internet service,No internet service,18.0,324.0,No
TEL01063,2022-03-13,Male,0,No,No,Karnataka,28,One year,Electronic check,Yes,DSL,Yes,No,49.65,1390.2,No
TEL01064,2024-03-02,Male,0,Yes,No,Gujarat,4,Month-to-month,Electronic check,Yes,No,No internet service,No internet service,29.54,118.16,Yes
TEL01065,2020-09-19,Female,0,Yes,No,West Bengal,46,Two year,Credit card,No,Fiber optic,Yes,No,67.66,3112.36,No
TEL01066,2022-01-12,,0,No,No,Maharashtra,30,Month-to-month,Credit card,Yes,Fiber optic,No,Yes,80.07,2402.1,No
TEL01067,2018-09-30,Female,0,No,Yes,Karnataka,70,Month-to-month,Credit card,No,DSL,Yes,No,48.12,3368.4,No
TEL01068,2019-11-24,Female,0,,No,Karnataka,56,Month-to-month,Mailed check,No,Fiber optic,No,No,98.61,5522.16,Yes
TEL01069,2022-03-13,Female,0,No,No,Telangana,28,Month-to-month,Bank transfer,Yes,No,No internet service,No internet service,24.87,696.36,No
TEL01070,2020-04-22,Male,0,No,No,Karnataka,51,Month-to-month,Electronic check,No,Fiber optic,No,No,70.43,3591.93,No
TEL01071,2019-09-25,Female,1,No,No,Delhi,58,One year,Electronic check,Yes,DSL,No,No,44.19,2563.02,No
TEL01072,2023-05-07,Male,1,No,No,Tamil Nadu,14,Month-to-month,Credit card,Yes,Fiber optic,No,No,58.34,816.76,Yes
TEL01073,2023-08-05,Male,0,No,Yes,Gujarat,11,Month-to-month,Electronic check,Yes,DSL,No,Yes,46.09,506.99,Yes
TEL01074,2023-10-04,Male,1,,No,Maharashtra,9,Two year,Electronic check,Yes,Fiber optic,Yes,No,90.46,814.14,No
TEL01075,2024-04-01,Male,0,No,No,Delhi,3,Month-to-month,Mailed check,Yes,No,No internet service,No internet service,22.79,68.37,Yes
TEL01076,2022-08-10,Male,0,No,No,Tamil Nadu,23,Month-to-month,Bank transfer,Yes,Fiber optic,No,No,67.82,1559.86,Yes
TEL01077,2019-10-25,Female,0,No,No,Delhi,57,Two year,Credit card,No,DSL,No,Yes,49.96,2847.72,No
TEL01078,2019-11-24,Female,0,Yes,No,Maharashtra,56,Two year,Electronic check,Yes,Fiber optic,No,Yes,75.37,4220.72,No
TEL01079,2022-04-12,Male,0,Yes,No,Delhi,27,one year ,Bank transfer,No,No,No internet service,No internet service,18.0,486.0,No
TEL01080,2021-08-15,Male,0,No,No,Telangana,35,month-to-month ,Credit card,No,Fiber optic,No,Yes,75.85,2654.75,No
TEL01081,2019-11-24,Male,0,Yes,No,West Bengal,56,Month-to-month,Credit card,No,No,No internet service,No internet service,23.94,1340.64,Yes
TEL01082,2018-12-29,Female,0,No,No,West Bengal,67,Month-to-month,Credit card,No,Fiber optic,No,No,58.7,3932.9,Yes
TEL01083,2022-11-08,Female,0,Yes,No,West Bengal,20,One year,Bank transfer,Yes,DSL,No,No,43.2,864.0,No
TEL01084,2020-08-20,Female,1,No,No,West Bengal,47,Two year,Credit card,Yes,DSL,No,No,24.07,1131.29,No
TEL01085,2020-12-18,Male,0,Yes,No,Maharashtra,43,One year,Mailed check,Yes,No,No internet service,No internet service,18.0,774.0,No
TEL01086,2020-10-19,Female,0,No,No,West Bengal,45,Two year,Bank transfer,Yes,No,No internet service,No internet service,26.43,1189.35,No
TEL01087,2019-09-25,Female,0,Yes,Yes,Karnataka,58,One year,Mailed check,Yes,DSL,No,No,54.44,3157.52,No
TEL01088,2019-11-24,Male,0,Yes,No,Gujarat,56,Two year,Mailed check,No,No,No internet service,No internet service,34.27,1919.12,No
TEL01089,2022-03-13,Female,0,No,Yes,Telangana,28,Two year,Mailed check,No,Fiber optic,Yes,Yes,70.14,1963.92,No
TEL01090,2020-01-23,Female,0,No,No,Gujarat,54,Month-to-month,Bank transfer,Yes,DSL,No,No,44.39,2397.06,No
TEL01091,2024-04-01,Female,0,Yes,Yes,Delhi,3,Month-to-month,Electronic check,No,No,,No internet service,18.0,54.0,No
TEL01092,2022-06-11,Male,0,Yes,No,Delhi,25,Two year,Credit card,Yes,Fiber optic,Yes,No,83.19,2079.75,No
TEL01093,2023-04-07,Female,0,No,No,Tamil Nadu,15,Month-to-month,Bank transfer,Yes,DSL,No,Yes,52.51,787.65,Yes
TEL01094,2023-01-07,,0,Yes,No,Gujarat,18,Month-to-month,Electronic check,No,Fiber optic,No,Yes,75.67,1362.06,Yes
TEL01095,2019-02-27,Male,0,Yes,No,Telangana,65,Month-to-month,Mailed check,Yes,DSL,Yes,Yes,59.65,3877.25,No
TEL01096,2021-12-13,Male,0,No,No,Delhi,31,Two year,Credit card,Yes,Fiber optic,Yes,Yes,76.57,2373.67,No
TEL01097,2024-02-01,Male,0,Yes,Yes,Maharashtra,5,Month-to-month,Mailed check,Yes,No,No internet service,No internet service,27.48,137.4,No
TEL01098,2021-08-15,Female,0,Yes,Yes,Tamil Nadu,35,Month-to-month,Credit card,No,DSL,Yes,Yes,52.45,1835.75,No
TEL01099,2024-02-01,Female,0,,No,West Bengal,5,Month-to-month,Mailed check,No,Fiber optic,No,Yes,83.46,417.3,Yes
TEL01100,2023-09-04,Male,1,Yes,No,Karnataka,10,Month-to-month,Credit card,No,Fiber optic,Yes,No,76.46,764.6,No
TEL01101,2022-04-12,Female,0,No,Yes,Gujarat,27,Month-to-month,Mailed check,No,DSL,No,Yes,51.82,1399.14,No
TEL01102,2021-11-13,Female,0,No,Yes,Gujarat,32,two year ,Credit card,No,Fiber optic,Yes,No,66.37,2123.84,No
TEL01103,2023-03-08,Male,0,Yes,Yes,West Bengal,16,Month-to-month,Mailed check,Yes,DSL,No,No,33.28,532.48,No
TEL01104,2020-09-19,Female,0,No,Yes,Gujarat,46,month-to-month ,Mailed check,Yes,No,No internet service,No internet service,18.0,828.0,No
TEL01105,2021-07-16,Female,0,Yes,No,Tamil Nadu,36,One year,Electronic check,No,No,No internet service,No internet service,23.79,856.44,Yes
TEL01106,2023-10-04,Male,0,No,No,Delhi,9,Month-to-month,Bank transfer,No,Fiber optic,Yes,Yes,63.65,572.85,No
TEL01107,2019-07-27,Female,0,Yes,No,Delhi,60,One year,Electronic check,No,DSL,No,No,55.47,3328.2,Yes
TEL01108,2023-09-04,Female,0,Yes,No,Tamil Nadu,10,Month-to-month,Bank transfer,No,DSL,No,No,42.57,425.7,Yes
TEL01109,2022-05-12,Female,1,No,Yes,Karnataka,26,Month-to-month,Mailed check,No,DSL,No,Yes,39.8,1034.8,No
TEL01110,2023-07-06,Female,0,,No,Karnataka,12,Month-to-month,Credit card,Yes,Fiber optic,Yes,Yes,82.69,992.28,Yes
TEL01111,2018-11-29,Male,0,No,No,Gujarat,68,Two year,Bank transfer,Yes,Fiber optic,No,No,60.59,4120.12,No
TEL01112,2022-11-08,Male,0,Yes,No,Maharashtra,20,Month-to-month,Credit card,Yes,DSL,No,No,45.34,906.8,No
TEL01113,2019-04-28,Female,0,No,No,West Bengal,63,Month-to-month,Mailed check,Yes,Fiber optic,No,No,68.01,4284.63,Yes
TEL01114,2018-09-30,Female,0,Yes,No,Telangana,70,Two year,Electronic check,No,Fiber optic,Yes,Yes,89.18,6242.6,No
TEL01115,2023-04-07,Female,0,No,No,Maharashtra,15,One year,Credit card,Yes,No,No internet service,No internet service,26.9,403.5,No
TEL01116,2024-05-31,Female,0,No,Yes,Delhi,1,Month-to-month,Credit card,Yes,Fiber optic,No,No,77.19,77.19,Yes
TEL01117,2024-06-30,Female,0,No,No,Delhi,0,Month-to-month,Credit card,Yes,Fiber optic,No,Yes,71.52,,Yes
TEL01118,2023-06-06,Female,0,Yes,No,Tamil Nadu,13,Two year,Bank transfer,Yes,No,No internet service,No internet service,29.55,384.15,No
TEL01119,2022-02-11,Female,0,Yes,No,Delhi,29,Month-to-month,Electronic check,Yes,Fiber optic,No,No,69.5,2015.5,Yes
TEL01120,2023-07-06,Male,0,No,No,West Bengal,12,Two year,Electronic check,No,No,No internet service,No internet service,20.93,251.16,Yes
TEL01121,2018-10-30,,0,No,Yes,Delhi,69,Month-to-month,Credit card,No,Fiber optic,No,No,73.41,5065.29,No
TEL01122,2021-09-14,Male,1,Yes,Yes,Maharashtra,34,One year,Bank transfer,No,DSL,No,No,47.12,1602.08,No
TEL01123,2019-06-27,Female,0,No,No,Karnataka,61,Month-to-month,Mailed check,Yes,No,No internet service,No internet service,18.0,1098.0,No
TEL01124,2024-05-31,Male,0,No,No,Karnataka,1,One year,Mailed check,Yes,No,No internet service,No internet service,24.95,24.95,No
TEL01125,2023-10-04,Male,0,No,No,Maharashtra,9,Two year,Bank transfer,No,DSL,No,Yes,37.95,341.55,No
TEL01126,2021-10-14,Male,0,Yes,Yes,Maharashtra,33,Month-to-month,Electronic check,Yes,DSL,No,No,48.61,1604.13,No
TEL01127,2023-08-05,Male,0,Yes,No,Gujarat,11,Two year,Electronic check,Yes,Fiber optic,No,No,69.5,764.5,No
TEL01128,2023-08-05,Female,0,No,No,Maharashtra,11,Month-to-month,Electronic check,No,DSL,No,No,45.61,501.71,Yes
TEL01129,2024-05-31,Female,0,No,Yes,Maharashtra,1,month-to-month ,Credit card,No,Fiber optic,Yes,Yes,71.71,71.71,Yes
TEL01130,2022-12-08,Female,0,Yes,Yes,Maharashtra,19,Two year,Electronic check,Yes,DSL,No,Yes,57.62,1094.78,Yes
TEL01131,2019-12-24,Male,0,Yes,No,Telangana,55,Month-to-month,Credit card,Yes,Fiber optic,Yes,Yes,78.9,4339.5,Yes
TEL01132,2019-10-25,Male,0,Yes,No,Delhi,57,Month-to-month,Electronic check,Yes,Fiber optic,Yes,No,81.48,4644.36,Yes
TEL01133,2021-06-16,Male,0,No,Yes,Delhi,37,One year,Bank transfer,Yes,No,No internet service,No internet service,18.0,666.0,No
TEL01134,2023-06-06,Female,0,No,Yes,Gujarat,13,Month-to-month,Mailed check,Yes,No,No internet service,No internet service,18.0,234.0,No
TEL01135,2021-11-13,Female,0,Yes,No,Delhi,32,Two year,Mailed check,No,DSL,No,No,45.56,1457.92,No
TEL01136,2020-10-19,Female,0,No,No,Delhi,45,Two year,Electronic check,Yes,Fiber optic,No,No,77.85,3503.25,No
TEL01137,2023-09-04,Male,0,No,No,Telangana,10,Two year,Mailed check,No,No,No internet service,No internet service,18.0,180.0,No
TEL01138,2022-02-11,Male,1,No,No,Karnataka,29,month-to-month ,Bank transfer,No,DSL,No,Yes,45.63,1323.27,No
TEL01139,2019-07-27,Female,0,,No,Karnataka,60,Two year,Credit card,Yes,Fiber optic,Yes,Yes,76.2,4572.0,No
TEL01140,2022-01-12,Male,1,Yes,No,Gujarat,30,One year,Credit card,Yes,DSL,No,No,42.97,1289.1,No
TEL01141,2021-09-14,Male,0,Yes,Yes,Maharashtra,34,Month-to-month,Credit card,No,DSL,No,No,41.55,1412.7,No
TEL01142,2019-08-26,Male,0,No,Yes,Tamil Nadu,59,One year,Electronic check,No,Fiber optic,No,No,78.21,4614.39,Yes
TEL01143,2020-06-21,Female,0,Yes,Yes,Maharashtra,49,Month-to-month,Credit card,No,DSL,No,Yes,55.42,2715.58,No
TEL01144,2023-08-05,,0,Yes,Yes,Maharashtra,11,Month-to-month,Mailed check,No,Fiber optic,Yes,Yes,80.21,882.31,No
TEL01145,2020-11-18,Female,0,Yes,Yes,Karnataka,44,Month-to-month,Credit card,Yes,DSL,No,No,51.45,2263.8,Yes
TEL01146,2018-12-29,Male,0,No,No,Karnataka,67,Month-to-month,Credit card,No,DSL,No,No,52.87,3542.29,No
TEL01147,2023-04-07,Female,0,No,No,Tamil Nadu,15,Month-to-month,Electronic check,Yes,Fiber optic,No,Yes,70.34,1055.1,No
TEL01148,2019-02-27,Male,0,Yes,Yes,Tamil Nadu,65,Two year,Mailed check,Yes,DSL,,No,44.5,2892.5,No
TEL01149,2021-01-17,Male,0,Yes,No,West Bengal,42,Two year,Mailed check,No,DSL,No,No,50.3,2112.6,No
TEL01150,2020-07-21,Female,0,Yes,No,Gujarat,48,Month-to-month,Bank transfer,Yes,No,No internet service,No internet service,36.19,1737.12,No
TEL01151,2022-07-11,Female,0,Yes,No,Maharashtra,24,Month-to-month,Credit card,No,Fiber optic,No,No,52.0,1248.0,Yes
TEL01152,2024-04-01,Female,0,No,No,Delhi,3,Month-to-month,Electronic check,No,Fiber optic,Yes,No,70.3,210.9,No
TEL01153,2024-05-31,Male,1,No,No,Telangana,1,Month-to-month,Bank transfer,No,DSL,No,Yes,55.99,55.99,No
TEL01154,2020-07-21,Female,0,Yes,Yes,West Bengal,48,Month-to-month,Mailed check,No,No,No internet service,No internet service,18.0,864.0,No
TEL01155,2018-08-31,Male,0,No,No,Delhi,71,One year,Electronic check,No,Fiber optic,No,No,76.64,5441.44,No
TEL01156,2020-12-18,Female,0,Yes,No,Maharashtra,43,Two year,Bank transfer,Yes,DSL,No,No,46.75,2010.25,No
TEL01157,2022-05-12,Female,0,Yes,Yes,Maharashtra,26,Month-to-month,Bank transfer,Yes,Fiber optic,No,Yes,65.5,1703.0,No
TEL01158,2019-11-24,Female,1,Yes,No,Telangana,56,Month-to-month,Electronic check,Yes,Fiber optic,Yes,Yes,76.51,4284.56,No
TEL01159,2018-10-30,Female,0,Yes,Yes,Gujarat,69,One year,Electronic check,Yes,Fiber optic,Yes,Yes,82.87,5718.03,No
TEL01160,2023-04-07,Female,0,No,No,Tamil Nadu,15,Month-to-month,Mailed check,Yes,Fiber optic,No,No,63.22,948.3,Yes
TEL01161,2023-12-03,Female,0,Yes,Yes,Telangana,7,Month-to-month,Credit card,No,DSL,No,No,49.51,346.57,No
TEL01162,2018-10-30,Male,0,No,No,Gujarat,69,Two year,Credit card,No,Fiber optic,Yes,Yes,82.4,5685.6,No
TEL01163,2024-04-01,Female,0,No,Yes,Tamil Nadu,3,Month-to-month,Bank transfer,Yes,DSL,No,No,42.72,128.16,No
TEL01164,2019-03-29,Female,0,No,No,Karnataka,64,Two year,Mailed check,Yes,DSL,Yes,Yes,58.01,3712.64,No
TEL01165,2023-09-04,Male,0,Yes,No,Tamil Nadu,10,Month-to-month,Credit card,No,Fiber optic,Yes,Yes,77.29,772.9,Yes
TEL01166,2023-11-03,Male,0,Yes,No,Maharashtra,8,Two year,Mailed check,Yes,No,No internet service,No internet service,21.7,173.6,No
TEL01167,2022-11-08,Female,0,No,Yes,Telangana,20,Two year,Electronic check,Yes,No,No internet service,No internet service,18.0,360.0,No
TEL01168,2022-08-10,Female,1,No,No,Delhi,23,Two year,Bank transfer,No,DSL,No,No,55.8,1283.4,No
TEL01169,2022-07-11,Male,0,No,Yes,Delhi,24,One year,Electronic check,No,No,No internet service,No internet service,18.02,432.48,No
TEL01170,2024-05-01,Female,0,Yes,Yes,Tamil Nadu,2,One year,Credit card,Yes,DSL,Yes,Yes,63.88,127.76,Yes
TEL01171,2019-05-28,Male,1,Yes,Yes,Telangana,62,Month-to-month,Mailed check,No,DSL,No,Yes,66.36,4114.32,No
TEL01172,2019-07-27,Female,0,No,Yes,Delhi,60,Month-to-month,Bank transfer,Yes,Fiber optic,Yes,Yes,92.06,5523.6,No
TEL01173,2020-06-21,Female,0,No,No,West Bengal,49,One year,Credit card,Yes,Fiber optic,Yes,No,74.9,3670.1,No
TEL01174,2019-01-28,Male,0,Yes,No,West Bengal,66,Month-to-month,Bank transfer,Yes,Fiber optic,Yes,No,76.23,5031.18,No
TEL01175,2018-11-29,Male,0,No,Yes,West Bengal,68,One year,Credit card,No,No,,No internet service,19.71,1340.28,No
TEL01176,2018-08-01,Male,0,Yes,No,West Bengal,72,One year,Bank transfer,Yes,Fiber optic,No,Yes,77.41,5573.52,No
TEL01177,2022-04-12,Male,0,No,Yes,Tamil Nadu,27,One year,Mailed check,Yes,Fiber optic,Yes,No,68.74,1855.98,No
TEL01178,2020-11-18,Female,0,No,Yes,Karnataka,44,Two year,Electronic check,No,Fiber optic,No,No,56.24,2474.56,No
TEL01179,2019-12-24,Female,0,No,No,Gujarat,55,Month-to-month,Electronic check,Yes,DSL,No,No,47.49,2611.95,No
TEL01180,2020-07-21,Female,0,Yes,No,Tamil Nadu,48,One year,Bank transfer,No,Fiber optic,No,No,70.4,3379.2,No
TEL01181,2019-10-25,Male,0,No,No,Karnataka,57,Month-to-month,Electronic check,Yes,DSL,No,No,56.74,3234.18,No
TEL01182,2020-06-21,Female,0,No,No,Tamil Nadu,49,Two year,Credit card,Yes,Fiber optic,Yes,Yes,93.84,4598.16,No
TEL01183,2022-03-13,Male,0,No,No,Delhi,28,Two year,Electronic check,No,DSL,Yes,No,39.61,1109.08,No
TEL01184,2021-02-16,Female,0,No,No,Delhi,41,One year,Bank transfer,Yes,Fiber optic,No,No,62.96,2581.36,No
TEL01185,2023-05-07,Female,0,Yes,No,West Bengal,14,One year,Electronic check,No,Fiber optic,No,No,75.95,1063.3,Yes
TEL01186,2018-10-30,Male,0,No,No,Delhi,69,One year,Mailed check,No,No,No internet service,No internet service,29.03,2003.07,No
TEL01187,2019-02-27,Female,0,No,Yes,Karnataka,65,Month-to-month,Credit card,No,DSL,,Yes,56.01,3640.65,No
TEL01188,2020-11-18,Female,0,No,No,Telangana,44,Two year,Credit card,Yes,Fiber optic,Yes,No,75.5,3322.0,No
TEL01189,2019-11-24,,0,No,Yes,Gujarat,56,Month-to-month,Electronic check,No,No,No internet service,No internet service,18.0,1008.0,No
TEL01190,2022-07-11,Female,0,Yes,No,Telangana,24,One year,Credit card,No,Fiber optic,No,Yes,92.51,2220.24,No
TEL01191,2022-04-12,Female,1,No,Yes,Maharashtra,27,Month-to-month,Credit card,No,DSL,No,No,39.71,1072.17,Yes
TEL01192,2021-06-16,Female,0,No,No,Karnataka,37,One year,Electronic check,No,DSL,Yes,Yes,59.35,2195.95,No
TEL01193,2022-12-08,Male,0,Yes,No,West Bengal,19,Month-to-month,Credit card,No,Fiber optic,No,Yes,77.66,1475.54,No
TEL01194,2024-05-31,Female,0,Yes,No,Tamil Nadu,1,One year,Electronic check,Yes,No,No internet service,No internet service,18.0,18.0,No
TEL01195,2022-03-13,Female,0,Yes,No,Maharashtra,28,Month-to-month,Bank transfer,No,Fiber optic,Yes,No,81.58,2284.24,Yes
TEL01196,2020-03-23,Male,0,Yes,No,Telangana,52,Month-to-month,Credit card,No,Fiber optic,Yes,No,86.2,4482.4,Yes
TEL01197,2022-12-08,Female,1,No,No,Telangana,19,One year,Electronic check,No,Fiber optic,No,Yes,74.68,1418.92,No
TEL01198,2020-05-22,Male,0,Yes,No,Karnataka,50,Month-to-month,Bank transfer,Yes,No,No internet service,No internet service,21.15,1057.5,No
TEL01199,2020-12-18,Male,0,Yes,No,Telangana,43,One year,Electronic check,Yes,Fiber optic,Yes,Yes,85.08,3658.44,No
TEL01200,2022-01-12,Male,0,No,Yes,Karnataka,30,month-to-month ,Bank transfer,Yes,DSL,No,Yes,57.55,1726.5,No
TEL01201,2020-03-23,Female,0,Yes,No,West Bengal,52,Month-to-month,Mailed check,Yes,DSL,No,Yes,56.65,2945.8,No
TEL01202,2019-05-28,Male,0,Yes,No,Tamil Nadu,62,Month-to-month,Mailed check,No,No,No internet service,No internet service,18.0,1116.0,No
TEL01203,2018-10-30,Male,0,No,No,Maharashtra,69,One year,Bank transfer,No,DSL,No,Yes,42.92,2961.48,No
TEL01204,2019-12-24,Male,0,Yes,No,Tamil Nadu,55,Month-to-month,Electronic check,No,Fiber optic,No,Yes,70.83,3895.65,Yes
TEL01205,2024-01-02,Male,0,No,No,Gujarat,6,One year,Electronic check,No,Fiber optic,Yes,Yes,59.45,356.7,No
TEL01206,2022-07-11,Female,0,No,No,Maharashtra,24,One year,Electronic check,No,No,No internet service,No internet service,18.0,432.0,No
TEL01207,2021-05-17,Male,0,No,No,Gujarat,38,Month-to-month,Mailed check,No,Fiber optic,No,Yes,73.56,2795.28,Yes
TEL01208,2024-02-01,Male,0,Yes,No,West Bengal,5,One year,Electronic check,Yes,DSL,Yes,No,44.95,224.75,No
TEL01209,2022-01-12,Female,0,Yes,No,Maharashtra,30,Two year,Electronic check,Yes,No,No internet service,No internet service,18.0,540.0,No
TEL01210,2023-10-04,Male,0,No,Yes,Gujarat,9,Two year,Bank transfer,No,Fiber optic,Yes,No,81.8,736.2,Yes
TEL01211,2021-03-18,Male,0,No,No,Maharashtra,40,Month-to-month,Bank transfer,No,No,No internet service,No internet service,22.61,904.4,Yes
TEL01212,2023-06-06,Female,0,No,No,Tamil Nadu,13,Month-to-month,Electronic check,No,Fiber optic,Yes,Yes,86.32,1122.16,Yes
TEL01213,2022-12-08,Female,0,No,No,Tamil Nadu,19,Month-to-month,Bank transfer,Yes,Fiber optic,No,No,68.76,1306.44,No
TEL01214,2022-09-09,Female,0,No,Yes,West Bengal,22,One year,Bank transfer,No,Fiber optic,No,Yes,71.86,1580.92,No
TEL01215,2018-08-31,Male,0,Yes,No,Tamil Nadu,71,Month-to-month,Mailed check,Yes,DSL,No,No,38.43,2728.53,No
TEL01216,2021-11-13,Female,0,No,No,Delhi,32,Two year,Electronic check,No,No,No internet service,No internet service,21.92,701.44,No
TEL01217,2021-03-18,Male,0,Yes,No,Maharashtra,40,One year,Electronic check,Yes,Fiber optic,No,Yes,61.23,2449.2,No
TEL01218,2018-12-29,Male,0,,Yes,Telangana,67,month-to-month ,Bank transfer,Yes,DSL,Yes,No,43.38,2906.46,No
TEL01219,2024-05-31,Male,1,No,No,Gujarat,1,One year,Electronic check,Yes,Fiber optic,No,No,74.52,74.52,No
TEL01220,2022-11-08,Female,0,Yes,No,Karnataka,20,Month-to-month,Mailed check,Yes,No,No internet service,No internet service,26.53,530.6,Yes
TEL01221,2022-01-12,Female,1,No,No,West Bengal,30,Month-to-month,Mailed check,Yes,Fiber optic,No,No,69.55,2086.5,No
TEL01222,2019-02-27,Male,0,No,No,Gujarat,65,One year,Mailed check,Yes,DSL,No,Yes,41.24,2680.6,No
TEL01223,2020-03-23,,0,Yes,Yes,Delhi,52,One year,Bank transfer,Yes,Fiber optic,Yes,Yes,84.39,4388.28,No
TEL01224,2020-06-21,,0,No,No,Karnataka,49,One year,Electronic check,Yes,Fiber optic,Yes,No,69.41,3401.09,No
TEL01225,2022-04-12,Female,0,Yes,No,Karnataka,27,Month-to-month,Electronic check,No,DSL,No,Yes,49.08,1325.16,No
TEL01226,2019-05-28,Female,1,No,No,Tamil Nadu,62,Month-to-month,Mailed check,No,Fiber optic,No,No,62.64,3883.68,No
TEL01227,2023-06-06,Male,1,Yes,No,Maharashtra,13,Month-to-month,Electronic check,Yes,Fiber optic,Yes,No,88.94,1156.22,Yes
TEL01228,2022-02-11,Female,1,No,No,West Bengal,29,Month-to-month,Bank transfer,No,DSL,No,No,56.43,1636.47,Yes
TEL01229,2022-05-12,,0,No,No,Delhi,26,Month-to-month,Electronic check,No,Fiber optic,No,No,63.58,1653.08,Yes
TEL01230,2024-06-30,Male,0,No,No,Karnataka,0,Month-to-month,Credit card,No,DSL,Yes,No,41.12,,Yes
TEL01231,2024-01-02,Male,0,No,No,Tamil Nadu,6,Month-to-month,Credit card,Yes,DSL,No,No,44.63,267.78,No
TEL01232,2019-10-25,Male,1,Yes,No,Telangana,57,Two year,Electronic check,No,Fiber optic,No,Yes,79.81,4549.17,No
TEL01233,2018-11-29,Male,0,No,No,Maharashtra,68,Month-to-month,Mailed check,Yes,No,No internet service,No internet service,29.6,2012.8,No
TEL01234,2023-02-06,Male,0,No,No,Delhi,17,Month-to-month,Mailed check,No,Fiber optic,No,Yes,74.58,1267.86,Yes
TEL01235,2024-02-01,Male,0,Yes,No,Delhi,5,Month-to-month,Mailed check,Yes,No,No internet service,No internet service,18.0,90.0,No
TEL01236,2023-09-04,Female,0,Yes,No,Gujarat,10,Month-to-month,Electronic check,Yes,No,No internet service,No internet service,22.28,222.8,No
